Ingredient,Substitute,Context,Equivalent
tomato puree,1 ounce tomato sauce,"The category is: European condiments. Tomato purée is thicker than tomato sauce but thinner than tomato paste. Tomato sauce has salt, pepper, and other seasonings added, while tomato puree is unseasoned.",1 ounce tomato puree
tomato puree,3 ounces tomato paste + 5 ounces water,"The category is: European condiments. Tomato purée is thicker than tomato sauce but thinner than tomato paste. Tomato paste has salt added, while tomato puree is unseasoned.",8 ounces tomato puree
tomato sauce,1 ounce tomato puree,"The category is: European condiments. Tomato sauce is thinner than tomato paste and tomato puree. In Australia what Americans call catsup is often called tomato sauce. Tomato puree is unseasoned, while tomato sauce has salt, pepper, and other seasonings added",1 ounce tomato sauce
tomato sauce,3 ounces tomato paste + 4 ounces water,"The category is: European condiments. Tomato sauce is thinner than tomato paste and tomato puree. In Australia what Americans call catsup is often called tomato sauce. Tomato paste has only salt added, while tomato sauce includes salt, pepper, and other seasonings.",1 ounce tomato sauce
Tomme Crayeuse cheese,1 pound Tomme de Savoie cheese,The category is: Semi-Soft Cheeses. This soft French cow's milk cheese is rich and buttery. Don't eat the rind.,1 pound Tomme Crayeuse cheese
Tomme Crayeuse cheese,1 pound Saint Nectaire cheese,The category is: Semi-Soft Cheeses. This soft French cow's milk cheese is rich and buttery. Don't eat the rind.,1 pound Tomme Crayeuse cheese
Tomme Crayeuse cheese,1 pound Muenster,The category is: Semi-Soft Cheeses. This soft French cow's milk cheese is rich and buttery. Don't eat the rind.,1 pound Tomme Crayeuse cheese
Tomme de Savoie cheese,1 pound Tomme Crayeuse cheese,"The category is: Semi-Soft Cheeses. This is a mild and pleasant French cow's milk cheese that's semi-soft when young, firmer when aged.",1 pound Tomme de Savoie cheese
Tomme de Savoie cheese,1 pound Saint Nectaire cheese,"The category is: Semi-Soft Cheeses. This is a mild and pleasant French cow's milk cheese that's semi-soft when young, firmer when aged.",1 pound Tomme de Savoie cheese
Tomme de Savoie cheese,1 pound Muenster,"The category is: Semi-Soft Cheeses. This is a mild and pleasant French cow's milk cheese that's semi-soft when young, firmer when aged.",1 pound Tomme de Savoie cheese
tongs,1 each fork,The category is: Extracting & Straining Tools.,1 each tongs
tongs,1 each chopsticks,The category is: Extracting & Straining Tools.,1 each tongs
tongs,1 each sieve,The category is: Extracting & Straining Tools.,1 each tongs
tongue loaf,1 pound zungenwurst,"The category is: Cold Cuts. Delis often stock loaves of pork, lamb, veal, or beef tongues that have been cooked, pressed, jellied, and/or smoked.",1 pound tongue loaf
tonic water,1 cup ginger ale,The category is: Waters & Sodas. This has a ginger flavor while tonic water has a fruity flavor,1 cup tonic water
tonka beans,4 dropses vanilla extract + 4 dropses almond extract,"The category is: Hispanic Spices. Tonka beans are the seeds of the Brazilian teak tree. They are black with a brown interior. Grated into desserts and stews in small amounts, they impart a complicated flavor mix of vanilla and almond.Tonka beans contain small amounts of coumarin, a chemical that can cause liver damage. It is now believed that in small amounts, it is not dangerous.",1 pinch tonka beans
toor,1 pound channa dal,"The category is: Lentils. These lentils are tan when whole, but they're usually sold skinned and split, which reveals their yellow interiors.  They're popular in Southern and Western India.   Look for them in Indian markets.",1 pound toor
toor,1 pound yellow pea,"The category is: Lentils. These lentils are tan when whole, but they're usually sold skinned and split, which reveals their yellow interiors.  They're popular in Southern and Western India.   Look for them in Indian markets.",1 pound toor
toor,1 pound pigeon pea,"The category is: Lentils. These lentils are tan when whole, but they're usually sold skinned and split, which reveals their yellow interiors.  They're popular in Southern and Western India.   Look for them in Indian markets.",1 pound toor
toor dal,1 pound channa dal,"The category is: Lentils. Whole toor lentils are yellow with tan jackets, but they're usually sold skinned and split.  They have a mild, nutty flavor, and they're often cooked as a side dish or ground into flour.  They're sometimes sold with an oily coating, which you should rinse off.  Look for them at Indian markets.",1 pound toor dal
toor dal,1 pound yellow pea,"The category is: Lentils. Whole toor lentils are yellow with tan jackets, but they're usually sold skinned and split.  They have a mild, nutty flavor, and they're often cooked as a side dish or ground into flour.  They're sometimes sold with an oily coating, which you should rinse off.  Look for them at Indian markets.",1 pound toor dal
toor dal,1 pound pigeon pea,"The category is: Lentils. Whole toor lentils are yellow with tan jackets, but they're usually sold skinned and split.  They have a mild, nutty flavor, and they're often cooked as a side dish or ground into flour.  They're sometimes sold with an oily coating, which you should rinse off.  Look for them at Indian markets.",1 pound toor dal
toothpicks,1 each bamboo skewers,The category is: Other Equipment.,1 each toothpicks
torchio,1 pound gigli,"The cuisine is: Italian. The category is: Pasta Shapes. These pasta shapes resemble torches, the better to scoop up chunky sauces.",1 pound torchio
torchio,1 pound orecchiette,"The cuisine is: Italian. The category is: Pasta Shapes. These pasta shapes resemble torches, the better to scoop up chunky sauces.",1 pound torchio
torchio,1 pound farfalle,"The cuisine is: Italian. The category is: Pasta Shapes. These pasta shapes resemble torches, the better to scoop up chunky sauces.",1 pound torchio
torchio,1 pound conchiglie,"The cuisine is: Italian. The category is: Pasta Shapes. These pasta shapes resemble torches, the better to scoop up chunky sauces.",1 pound torchio
torchio,1 pound radiatori,"The cuisine is: Italian. The category is: Pasta Shapes. These pasta shapes resemble torches, the better to scoop up chunky sauces.",1 pound torchio
tortelli,1 pound pansotti,The category is: Stuffed Pasta. These are circles of 2-inch diameter pasta that are stuffed and then folded over.,1 pound tortelli
tortelli,1 pound ravioli,The category is: Stuffed Pasta. These are circles of 2-inch diameter pasta that are stuffed and then folded over.,1 pound tortelli
tortellini,1 pound agnolotti,"The cuisine is: Italian. The category is: Stuffed Pasta. These are circles of pasta that are stuffed with a meat or cheese filling, and then folded into little hats. A larger version is called tortelloni.",1 pound tortellini
tortellini,1 pound cappelletti,"The cuisine is: Italian. The category is: Stuffed Pasta. These are circles of pasta that are stuffed with a meat or cheese filling, and then folded into little hats. A larger version is called tortelloni.",1 pound tortellini
tortellini,1 pound ravioli,"The cuisine is: Italian. The category is: Stuffed Pasta. These are circles of pasta that are stuffed with a meat or cheese filling, and then folded into little hats. A larger version is called tortelloni.",1 pound tortellini
tortelloni,1 pound ravioli,"The cuisine is: Italian. The category is: Stuffed Pasta. These are circles of pasta that are stuffed with a meat or cheese filling, and then folded into little hats. A smaller version is called tortellini.",1 pound tortelloni
tortelloni,1 pound agnolotti,"The cuisine is: Italian. The category is: Stuffed Pasta. These are circles of pasta that are stuffed with a meat or cheese filling, and then folded into little hats. A smaller version is called tortellini.",1 pound tortelloni
tortelloni,1 pound cappelletti,"The cuisine is: Italian. The category is: Stuffed Pasta. These are circles of pasta that are stuffed with a meat or cheese filling, and then folded into little hats. A smaller version is called tortellini.",1 pound tortelloni
tortiglioni,1 pound penne,The cuisine is: Italian. The category is: Pasta Tubes. This is a tubular Italian pasta that's often served with chunky sauces or in casseroles. smaller,1 pound tortiglioni
tortiglioni,1 pound rigatoni,The cuisine is: Italian. The category is: Pasta Tubes. This is a tubular Italian pasta that's often served with chunky sauces or in casseroles.,1 pound tortiglioni
tortiglioni,1 pound paccheri,The cuisine is: Italian. The category is: Pasta Tubes. This is a tubular Italian pasta that's often served with chunky sauces or in casseroles.,1 pound tortiglioni
tortiglioni,1 pound elicoidali,The cuisine is: Italian. The category is: Pasta Tubes. This is a tubular Italian pasta that's often served with chunky sauces or in casseroles.,1 pound tortiglioni
tortiglioni,1 pound ziti,The cuisine is: Italian. The category is: Pasta Tubes. This is a tubular Italian pasta that's often served with chunky sauces or in casseroles. break into small pieces if long,1 pound tortiglioni
tortilla,1 pound chapati,"The cuisine is: Mexican. The category is: Flatbreads. These thin wraps are used to make countless Mexican dishes.   Corn tortillas have little or no fat, and they're the preferred tortilla for making tacos and enchiladas.  Flour tortillas are softer, higher in fat, and more pliable.  They're traditionally used to make burritos, chimichangas, fajitas, flautas, and quesadillas, though some cooks use them to make everything from spring rolls to peanut butter sandwiches.   Before filling tortillas, cook them briefly on a hot, dry frying pan or wrap them in damp paper towels and heat them in the microwave.   Store uncooked tortillas in the refrigerator or freezer.",1 pound tortilla
